formula,No,S_Phase,Phase,delta,Tm,D_Tm (K),?Hmix (kJ/mol),elec_diff,VEC,modulus_calc,D_Bulk (GPa),Tm,composition_norm
AlCrFeMo0.8Ni,5,IM,IM,0.071634131,1868.597917,618.9649971,4.810593627,1.820416667,6.625,160.4166667,48.89437311,0,AlCrFeMo0.8Ni
AlCrFeMoNi,5,IM,IM,0.072574467,1909.694,639.0041272,4.689153442,1.834,6.6,163.2,49.80923609,0,AlCrFeMoNi
AlCrFeNiMo,5,SS+IM,BCC+IM,0.072574467,1909.694,639.0041272,4.689153442,1.834,6.6,163.2,49.80923609,0,AlCrFeMoNi
AlCrFeNiMo0.2,5,SS,BCC,0.06602649,1721.82619,515.2797747,5.057481852,1.771904762,6.714285714,150.4761905,44.06447554,0,AlCrFeMo0.2Ni
AlCrFeNiMo0.5,5,SS,BCC,0.069486065,1800.104444,577.5786992,4.966599136,1.797777778,6.666666667,155.7777778,46.9651828,0,AlCrFeMo0.5Ni
AlCrFeNiMo0.8,5,SS+IM,BCC+IM,0.071634131,1868.597917,618.9649971,4.810593627,1.820416667,6.625,160.4166667,48.89437311,0,AlCrFeMo0.8Ni
Al15Cr5Fe30Ni30Ti20,5,IM,IM,0.074712551,1698.9205,339.4138636,8.833238364,1.7545,6.95,146.4,39.03126952,0,Al15Cr5Fe30Ni30Ti20
Al5Cr32Fe35Ni22Ti6,5,IM,IM,0.050394518,1874.7435,283.7971305,5.094264346,1.7648,7.31,160.7,25.00619923,0,Al5Cr32Fe35Ni22Ti6
AlCrMnTiV,5,IM,IM,0.056812817,1751.294,475.1723621,6.897721363,1.598,5.0,125.2,31.93994364,0,AlCrMnTiV
AlCrMoNbTi,5,SS,BCC,0.055988155,2140.094,698.6489242,6.451666451,1.714,4.8,149.2,52.86359806,0,AlCrMoNbTi
AlCrMoSiTi,5,IM,IM,0.092736275,1927.494,639.9791623,14.82886914,1.774,4.6,135.2,54.73719028,0,AlCrMoSiTi
Al0.5CrNbTi2V0.5,5,IM,IM,0.060184916,2074.047,481.6502527,6.155013566,1.592,4.6,133.6,32.07241806,0,Al0.5CrNbTi2V0.5
AlCr0.5NbTiV,5,SS,BCC,0.052325132,1977.215556,623.7556772,7.321708188,1.602222222,4.444444444,132.4444444,37.23532108,0,AlCr0.5NbTiV
AlCr1.5NbTiV,5,SS+IM,BCC+IM,0.062881545,2014.085455,569.6035369,6.3009959,1.612727273,4.727272727,137.4545455,35.31768456,0,AlCr1.5NbTiV
AlCrNbTiV,5,SS+IM,BCC+IM,0.059023492,1997.494,594.8655042,6.814736972,1.608,4.6,135.2,36.2789195,0,AlCrNbTiV
AlCrSiTiV,5,IM,IM,0.086633823,1784.894,463.3513321,15.63097438,1.668,4.4,121.2,33.55234716,0,AlCrSiTiV
AlCrTaTiZr,5,AM,AM,0.07857283,2094.494,749.5606261,10.09752445,1.528,4.4,109.2,69.06924062,0,AlCrTaTiZr
AlCrTiVZr,5,IM,IM,0.086809189,1873.094,478.061623,9.750372301,1.554,4.4,101.2,59.78093342,0,AlCrTiVZr
Al1.125CuFe0.75NiTi1.125,5,SS,FCC,0.071681036,1535.55975,379.0246799,10.25954037,1.74525,6.975,131.35,38.78501644,0,Al1.125CuFe0.75NiTi1.125
Al22.5Cu20Fe15Ni20Ti22.5,5,SS,FCC,0.071681036,1535.55975,379.0246799,10.25954037,1.74525,6.975,131.35,38.78501644,0,Al22.5Cu20Fe15Ni20Ti22.5
AlCuFeNiTi,5,SS,FCC,0.071622145,1554.248,365.9664975,10.03115148,1.758,7.2,135.2,38.42082768,0,AlCuFeNiTi
AlCu0.5Li0.5MgSn0.2,5,IM,IM,0.077029612,894.74875,272.2270467,2.480562899,1.485,3.6875,65.03125,38.73506517,0,AlCu0.5Li0.5MgSn0.2
Al16CuLiMgZn,5,SS+IM,FCC+C16+IM,0.038531806,918.131,152.256604,0.841207465,1.58,3.7,74.1,21.50093021,0,Al16CuLiMgZn
Al8Cu0.5Li0.5Mg0.5Zn0.5,5,SS+IM,FCC+IM,0.038531806,918.131,152.256604,0.841207465,1.58,3.7,74.1,21.50093021,0,Al8Cu0.5Li0.5Mg0.5Zn0.5
AlCu0.2Li0.5MgZn0.5,5,IM,IM,0.064721585,844.1215625,219.8530679,1.515323771,1.4421875,4.28125,59.21875,30.66730178,0,AlCu0.2Li0.5MgZn0.5
AlCuTiYZr,5,IM,IM,0.116552357,1631.848,431.8638995,13.22461947,1.52,5.0,73.4,49.43521012,0,AlCuTiYZr
Al20Li20Mg10Sc20Ti30,5,SS,HCP,0.051622161,1314.824,600.1892716,14.11674183,1.383,2.8,66.3,35.58103427,0,Al20Li20Mg10Sc20Ti30
AlLiMg0.5ScTi1.5,5,SS,FCC+HCP,0.051622161,1314.824,600.1892716,14.11674183,1.383,2.8,66.3,35.58103427,0,AlLiMg0.5ScTi1.5
Al16LiMgSnZn,5,SS+IM,A5+FCC+D02+IM,0.039159167,875.4965,142.2350406,1.601938669,1.583,3.35,70.0,15.53383404,0,Al16LiMgSnZn
Al8Li0.5Mg0.5Sn0.5Zn0.5,5,SS+IM,FCC+IM,0.039159167,875.4965,142.2350406,1.601938669,1.583,3.35,70.0,15.53383404,0,Al8Li0.5Mg0.5Sn0.5Zn0.5
AlLi0.5MgSn0.2Zn0.5,5,SS+IM,FCC+IM,0.056778505,790.8284375,190.2363484,2.528444434,1.4459375,3.84375,54.09375,22.50466531,0,AlLi0.5MgSn0.2Zn0.5
AlLiMgSnZn,5,SS+IM,FCC+HCP+IM,0.058889372,701.576,201.4748289,4.077175493,1.502,4.4,52.0,23.09112384,0,AlLiMgSnZn
AlMnNbTiV,5,IM,IM,0.039497885,1865.294,612.7950242,7.290607656,1.586,4.8,127.2,34.28352374,0,AlMnNbTiV
Al0.25MoNbTiV,5,SS,BCC,0.039826494,2353.733529,521.2803397,4.45042184,1.725294118,4.882352941,162.1176471,46.63990005,0,Al0.25MoNbTiV
Al0.5MoNbTiV,5,SS,BCC,0.038773294,2274.83,602.0589193,5.629932782,1.718888889,4.777777778,157.3333333,49.4323331,0,Al0.5MoNbTiV
Al0.75MoNbTiV,5,SS,BCC,0.037798893,2204.232105,658.1112696,6.341796431,1.713157895,4.684210526,153.0526316,51.42748977,0,Al0.75MoNbTiV
AlMoNbTiV,5,SS,BCC,0.036894002,2140.694,698.6842252,6.801176369,1.708,4.6,149.2,52.86359806,0,AlMoNbTiV
Al0.25NbTaTiV,5,SS,BCC,0.038324397,2446.439412,632.6195641,4.845719771,1.57,4.647058824,155.0588235,37.13325858,0,Al0.25NbTaTiV
Al0.5NbTaTiV,5,SS,BCC,0.037375048,2362.385556,705.7475645,6.213232571,1.572222222,4.555555556,150.6666667,40.37601048,0,Al0.5NbTaTiV
AlNbTaTiV,5,SS,BCC,0.035665443,2219.494,795.005429,7.484426498,1.576,4.4,143.2,44.37296474,0,AlNbTaTiV
Al0.3NbTaTi1.4Zr1.3,5,SS,BCC,0.048446225,2360.7682,623.4179981,7.272507347,1.4936,4.34,109.36,74.53153963,0,Al0.3NbTaTi1.4Zr1.3
AlNb1.5Ta0.5Ti1.5Zr0.5,5,SS,BCC,0.034809102,2135.794,739.5268337,9.638789966,1.547,4.2,119.2,56.97859247,0,AlNb1.5Ta0.5Ti1.5Zr0.5
AlNbTaTiZr,5,IM,IM,0.045567222,2208.494,795.8143629,10.7668677,1.516,4.2,111.2,70.63823327,0,AlNbTaTiZr
Al1.5NbTiVZr,5,IM,IM,0.060670222,1891.31,640.6117847,11.07934008,1.548181818,4.090909091,100.7272727,59.48428503,0,Al1.5NbTiVZr
Al2NbTi3V2Zr,5,IM,IM,0.056324937,1881.548889,558.2712891,9.740241272,1.558888889,4.111111111,108.0,50.52612086,0,Al2NbTi3V2Zr
AlNbTiVZr,5,IM,IM,0.063474223,1987.094,592.0316574,10.38579029,1.542,4.2,103.2,61.846261,0,AlNbTiVZr
AlTiVYZr,5,AM,AM,0.109513125,1796.894,452.7650615,13.56092032,1.466,3.8,77.4,55.14199851,0,AlTiVYZr
Au29Ag5.5Pd2.3Cu26.9Si16.3,5,AM,AM,0.097130196,1422.516413,159.4997212,7.590539949,2.1426875,9.545,159.25,49.3096086,0,Ag5.5Au29Cu26.9Pd2.3Si16.3
B22Co78Cr78Fe78Ni78,5,IM,IM,0.080682009,1903.185629,210.726534,6.019605495,1.834491018,7.904191617,175.8922156,15.08023648,0,B22Co78Cr78Fe78Ni78
B26Co74Cr74Fe74Ni74,5,IM,IM,0.089035193,1910.285714,216.3639799,6.512882529,1.837763975,7.826086957,176.6583851,16.12648206,0,B26Co74Cr74Fe74Ni74
Ce57Al10Ni12.5Cu15.5Nb5,5,AM,AM,0.113167939,1266.06135,414.1286816,11.49066679,1.41265,5.785,72.84,63.88125234,0,Al10Ce57Cu15.5Nb5Ni12.5
Ce65Al10Ni10Cu10Nb5,5,AM,AM,0.103019752,1233.624,409.623471,11.5108445,1.35,5.25,62.4,60.36091451,0,Al10Ce65Cu10Nb5Ni10
CoCrCuFeMn,5,SS,FCC+FCC,0.031470329,1727.154,280.5497012,3.840499967,1.764,8.2,154.0,21.54065923,0,CoCrCuFeMn
CoCrCu0.5FeNi,5,SS,FCC,0.008353125,1814.641111,234.5435552,3.534533593,1.828888889,8.555555556,168.8888889,12.862041,0,CoCrCu0.5FeNi
CoCrCuFeNi,5,SS,FCC,0.010332037,1768.954,261.3339252,4.051666324,1.836,8.8,166.0,14.96662955,0,CoCrCuFeNi
CoCrCuFeZr0.8 ,5,AM,AM,0.099335677,1837.327083,295.9770822,10.48410138,1.73625,7.75,135.4166667,62.04696922,0,CoCrCuFeZr0.8
CoCrFeHfNi,5,IM,IM,0.100946552,1998.6,300.6510269,10.25558189,1.716,7.4,160.0,26.07680962,0,CoCrFeHfNi
Co0.5CrFeMn1.5Ni ,5,SS+IM,FCC+IM,0.037337176,1776.3,230.5862312,2.35257816,1.733,7.8,156.0,24.57641145,0,Co0.5CrFeMn1.5Ni
Co1.5Cr0.5FeMn0.5Ni,5,SS,FCC,0.025893325,1786.777778,161.7506845,1.792350495,1.814444444,8.444444444,168.8888889,18.52592445,0,Co1.5Cr0.5FeMn0.5Ni
Co1.4CrFeMnNi,5,SS,FCC,0.031672779,1798.740741,206.420569,2.11414206,1.774444444,8.074074074,163.3333333,21.94268629,0,Co1.4CrFeMnNi
CoCr0.4Fe8Mn5.4Ni5.2,5,SS,FCC,0.037157749,1715.81,136.2606102,1.903616376,1.7743,8.26,159.4,24.40573703,0,CoCr0.4Fe8Mn5.4Ni5.2
CoCr0.75FeMn0.75Ni,5,SS,FCC,0.030616628,1795.833333,196.5093297,2.099576217,1.783888889,8.166666667,164.4444444,21.14033066,0,CoCr0.75FeMn0.75Ni
CoCr1.25FeMn0.25Ni,5,SS,FCC,0.019073181,1869.277778,202.7433532,1.893679429,1.796111111,8.055555556,168.8888889,14.48711646,0,CoCr1.25FeMn0.25Ni
CoCr1.3FeMnNi0.7,5,SS,FCC,0.032621417,1828.32,231.2767554,2.093674805,1.751,7.76,160.8,21.80275212,0,CoCr1.3FeMnNi0.7
CoCrFe0.5Mn0.5Ni1.5,5,SS,FCC,0.025727966,1823.333333,205.6377613,2.226391117,1.798888889,8.333333333,167.7777778,18.72477727,0,CoCrFe0.5Mn0.5Ni1.5
CoCrFeMnNi,5,SS,FCC,0.032694636,1801.2,214.3281596,2.197598689,1.766,8.0,162.0,22.27105745,0,CoCrFeMnNi
CoCrFeMo0.3Ni,5,SS,FCC,0.041164985,1943.209302,313.6082253,1.788112226,1.84372093,8.093023256,176.5116279,16.68918616,0,CoCrFeMo0.3Ni
CoCrFeMo0.5Ni,5,SS+IM,FCC+IM,0.050399648,1985.555556,364.0507019,1.85751104,1.857777778,8.0,178.8888889,19.68893905,0,CoCrFeMo0.5Ni
CoCrFeMo0.85Ni,5,SS+IM,FCC+σ+D85,0.060316988,2051.257732,422.4572028,1.933001953,1.879587629,7.855670103,182.5773196,23.12130051,0,CoCrFeMo0.85Ni
CoCrFeMoNi,5,IM,IM,0.063204733,2076.6,440.319702,1.951163755,1.888,7.8,184.0,24.16609195,0,CoCrFeMoNi
CoCrFeNb0.103Ni,5,SS+IM,FCC+IM,0.022977785,1893.797222,224.9318901,3.441807317,1.814477212,8.168413356,172.437241,8.196162968,0,CoCrFeNb0.103Ni
CoCrFeNb0.155Ni,5,SS+IM,FCC+IM,0.02770916,1904.512635,242.9421983,3.993913618,1.81179302,8.128760529,172.4067389,8.149219231,0,CoCrFeNb0.155Ni
CoCrFeNb0.206Ni,5,SS+IM,FCC+IM,0.031460801,1914.764622,258.5886182,4.436782658,1.809224917,8.090822634,172.3775559,8.103943747,0,CoCrFeNb0.206Ni
CoCrFeNb0.309Ni,5,SS+IM,FCC+IM,0.037435328,1934.729636,285.5636168,5.143233937,1.804223718,8.016941286,172.3207241,8.014734043,0,CoCrFeNb0.309Ni
CoCrFeNb0.3Ni,5,IM,IM,0.036976769,1933.023256,283.4134533,5.089122754,1.804651163,8.023255814,172.3255814,8.022413168,0,CoCrFeNb0.3Ni
CoCrFeNb0.412Ni,5,SS+IM,FCC+IM,0.042056584,1953.762466,307.8920166,5.686106671,1.799456029,7.946509519,172.2665458,7.928375857,0,CoCrFeNb0.412Ni
CoCrFeNbNi,5,IM,IM,0.056871731,2047.4,386.57346,7.341563866,1.776,7.6,172.0,7.483314774,0,CoCrFeNbNi
CoCr2FeNiAl0.3,5,SS+IM,FCC+BCC+IM,0.034061991,1876.800189,303.7906574,3.359405582,1.777924528,7.528301887,164.6792453,23.39470476,0,Al0.3CoCr2FeNi
CoCrFeNiAl0.25,5,SS,FCC,0.034780138,1816.557059,281.7101061,3.681676519,1.807647059,7.941176471,166.8235294,24.08864828,0,Al0.25CoCrFeNi
CoCrFeNiAl1.17,5,SS,BCC+BCC,0.060206608,1659.411973,423.4579137,5.664080751,1.772475822,7.061895551,150.6615087,41.03274543,0,Al1.17CoCrFeNi
CoCrFeNiAl2,5,SS,BCC+BCC,0.066780149,1558.99,466.1835406,5.889907902,1.75,6.5,140.3333333,45.99154512,0,Al2CoCrFeNi
CoCrFeNiNb0.65,5,SS+IM,FCC+Laves,0.049750744,1994.516129,347.4683126,6.571834858,1.789247312,7.795698925,172.1505376,7.73894805,0,CoCrFeNb0.65Ni
CoCrFeNiPd,5,SS,FCC,0.040404358,1863.01,162.274152,3.06333152,1.896,8.6,174.0,8.0,0,CoCrFeNiPd
CoCrFeNiPd2,5,SS,FCC,0.046945174,1857.183333,148.7072086,3.356657084,1.946666667,8.833333333,175.0,7.637626158,0,CoCrFeNiPd2
CoCrFeNiTa,5,IM,IM,0.05717421,2155.4,589.7937267,7.052942648,1.756,7.6,178.0,13.26649916,0,CoCrFeNiTa
Co0.5CrFeNiTi0.5,5,SS+IM,FCC+σ,0.056136899,1893.375,176.9759429,6.970431412,1.7775,7.625,163.75,21.75861898,0,Co0.5CrFeNiTi0.5
Co1.5CrFeNi1.5Ti,5,SS+IM,FCC+IM,0.062479954,1862.666667,158.1936226,8.405685141,1.785833333,7.75,163.3333333,24.94438258,0,Co1.5CrFeNi1.5Ti
Co1.5CrFeNi1.5Ti0.5,5,SS,FCC,0.04885036,1855.545455,163.3759544,6.783977722,1.808181818,8.090909091,168.1818182,19.91718391,0,Co1.5CrFeNi1.5Ti0.5
CoCrFeNiTi,5,SS,FCC,0.066805618,1885.6,163.6906839,8.371723837,1.764,7.4,160.0,26.07680962,0,CoCrFeNiTi
CoCrFeNiTi0.3,5,SS+IM,FCC+HCP+L12,0.043554897,1876.581395,174.8587779,5.7598992,1.800465116,7.953488372,168.1395349,17.81765703,0,CoCrFeNiTi0.3
CoCrFeNiTi0.5,5,IM,IM,0.05331036,1879.444444,171.4436163,6.887981709,1.788888889,7.777777778,165.5555556,21.14033066,0,CoCrFeNiTi0.5
CoCrFeNiV,5,IM,IM,0.022135587,1934.0,203.7832182,4.21091914,1.782,7.6,170.0,8.94427191,0,CoCrFeNiV
CoCrFeNiW,5,IM,IM,0.037942901,2236.4,746.9309473,1.565426459,1.928,7.8,200.0,55.4977477,0,CoCrFeNiW
CoCrFeNiY,5,IM,IM,0.163592245,1857.2,163.9334011,7.543749731,1.7,7.2,146.2,53.12024096,0,CoCrFeNiY
CoCrFeNiZr,5,IM,IM,0.108148573,1923.0,191.1376467,12.05239229,1.722,7.4,138.0,69.39740629,0,CoCrFeNiZr
CoCrNiTiV,5,IM,IM,0.063479842,1960.0,194.5137527,8.425921908,1.724,6.8,158.0,25.61249695,0,CoCrNiTiV
CoCuFeMnNi,5,SS,FCC,0.031789341,1636.754,171.8203075,3.595864291,1.814,9.0,158.0,24.0,0,CoCuFeMnNi
CoCuFeNiSn0.02,5,SS,FCC,0.023441496,1660.415821,197.6906989,3.331110787,1.88039801,9.472636816,166.9552239,18.07675688,0,CoCuFeNiSn0.02
CoCuFeNiSn0.04,5,SS+IM,FCC+IM,0.030956181,1654.696337,213.2213677,3.345178269,1.880792079,9.445544554,166.4158416,19.58645083,0,CoCuFeNiSn0.04
CoCuFeNiSn0.05,5,SS+IM,FCC+IM,0.034040677,1651.857778,220.4683484,3.35205822,1.880987654,9.432098765,166.1481481,20.28872527,0,CoCuFeNiSn0.05
CoCuFeNiSn0.07,5,SS+IM,FCC+IM,0.039396717,1646.222506,234.0899167,3.365516687,1.881375921,9.405405405,165.6167076,21.60558932,0,CoCuFeNiSn0.07
CoCuFeNiSn0.1,5,SS+IM,FCC+IM,0.046082093,1637.872683,252.6969452,3.38496872,1.88195122,9.365853659,164.8292683,23.39887681,0,CoCuFeNiSn0.1
CoCuFeNiSn0.2,5,SS+IM,FCC+IM,0.062278349,1610.901429,303.5799108,3.443800512,1.883809524,9.238095238,162.2857143,28.27946059,0,CoCuFeNiSn0.2
CoCuFeNiSn0.5,5,SS+IM,FCC+IM,0.089451743,1537.18,402.6221527,3.573258399,1.888888889,8.888888889,155.3333333,37.72414494,0,CoCuFeNiSn0.5
CoCuFeNiTi,5,SS,FCC,0.064971775,1721.154,195.291533,9.592280229,1.812,8.4,156.0,27.27636339,0,CoCuFeNiTi
CoCuFeNiV,5,SS,FCC,0.022034208,1769.554,262.2786985,5.683154054,1.83,8.6,166.0,14.96662955,0,CoCuFeNiV
CoCuHfTiZr,5,SS,AM,0.102415552,1940.154,380.598648,11.38775483,1.59,6.4,108.0,59.79966555,0,CoCuHfTiZr
CoFeMnMoNi,5,SS+IM,FCC+D85,0.062606888,1944.4,486.2610821,2.505992817,1.866,8.0,176.0,34.98571137,0,CoFeMnMoNi
CoFeMo0.2NiV,5,SS+IM,FCC+IM,0.039015068,1921.238095,280.953632,4.648265514,1.829047619,7.904761905,175.2380952,14.6771762,0,CoFeMo0.2NiV
CoFeMo0.4NiV,5,SS+IM,FCC+IM,0.047640338,1965.545455,341.4278477,4.568233866,1.844090909,7.818181818,177.7272727,18.32331306,0,CoFeMo0.4NiV
CoFeMo0.6NiV,5,SS+IM,FCC+IM,0.053543987,2006.0,384.069174,4.470645865,1.857826087,7.739130435,180.0,20.85144141,0,CoFeMo0.6NiV
CoFeMo0.8NiV,5,SS+IM,FCC+IM,0.057840464,2043.083333,415.9229613,4.362535138,1.870416667,7.666666667,182.0833333,22.72648357,0,CoFeMo0.8NiV
CoFeMoNi1.2V,5,SS+IM,FCC+IM,0.060525165,2063.769231,437.0981502,4.313035303,1.883076923,7.692307692,183.8461538,23.70928463,0,CoFeMoNi1.2V
CoFeMoNi1.4V,5,SS+IM,FCC+IM,0.059976103,2051.333333,433.5892407,4.353169794,1.884074074,7.777777778,183.7037037,23.27741683,0,CoFeMoNi1.4V
CoFeMoNi1.6V,5,SS+IM,FCC+IM,0.059424376,2039.785714,429.983418,4.374184583,1.885,7.857142857,183.5714286,22.86830085,0,CoFeMoNi1.6V
CoFeMoNi1.8V,5,SS+IM,FCC+IM,0.058873153,2029.034483,426.3177933,4.380107033,1.885862069,7.931034483,183.4482759,22.48000829,0,CoFeMoNi1.8V
CoFeMoNi2V,5,SS+IM,FCC+IM,0.058324864,2019.0,422.6211858,4.374174427,1.886666667,8.0,183.3333333,22.11083194,0,CoFeMoNi2V
CoFeMoNiV,5,SS+IM,FCC+IM,0.061067432,2077.2,440.4622118,4.248745697,1.882,7.6,184.0,24.16609195,0,CoFeMoNiV
CoFeNb0.75Ni2V0.5,5,IM,IM,0.050580504,1940.761905,353.9463108,7.629715384,1.818095238,8.238095238,174.7619048,6.632565846,0,CoFeNb0.75Ni2V0.5
Co25Fe25Ni10Ti30V10,5,IM,IM,0.073353072,1868.15,129.5894575,8.603108058,1.7435,6.95,154.5,29.74474744,0,Co25Fe25Ni10Ti30V10
Co28.75Fe31.25Ni7.5Ti30V2.5,5,IM,IM,0.075128332,1840.7125,93.24714389,8.154939882,1.758375,7.1625,155.375,30.08088056,0,Co28.75Fe31.25Ni7.5Ti30V2.5
CoFeNi1.4VMo,5,SS+IM,FCC+IM,0.059976103,2051.333333,433.5892407,4.353169794,1.884074074,7.777777778,183.7037037,23.27741683,0,CoFeMoNi1.4V
CoFeNiVMo0.6,5,SS+IM,FCC+IM,0.053543987,2006.0,384.069174,4.470645865,1.857826087,7.739130435,180.0,20.85144141,0,CoFeMo0.6NiV
Co2Mo0.5Ni2VW0.5,5,SS+IM,FCC+Co7Mo6,0.048418407,2078.416667,590.2161268,4.547543108,1.911666667,8.166666667,191.6666667,39.33474574,0,Co2Mo0.5Ni2VW0.5
Co2Mo0.8Ni2VW0.8,5,SS+IM,FCC+Co7Mo6,0.054032992,2189.060606,673.510475,4.34138777,1.943333333,7.96969697,198.7878788,45.37771284,0,Co2Mo0.8Ni2VW0.8
Cr0.5CuFeMn0.5Ni,5,SS,2FCC,0.027477713,1686.5675,255.4824577,4.335339204,1.81125,8.875,157.5,20.46338193,0,Cr0.5CuFeMn0.5Ni
Cr0.5CuFeMnNi0.5,5,SS,BCC+2FCC,0.033808081,1660.4425,260.5456724,4.148025521,1.76625,8.5,150.0,21.79449472,0,Cr0.5CuFeMnNi0.5
Cr2CuFe2MnNi,5,SS,BCC+2FCC,0.029000708,1798.11,285.0386861,4.046840469,1.762857143,8.0,157.1428571,19.05952009,0,Cr2CuFe2MnNi
CrCu0.5FeMnNi,5,SS,2FCC,0.033691874,1759.307778,266.2489771,3.813421855,1.755555556,8.111111111,155.5555556,22.16659705,0,CrCu0.5FeMnNi
CrCuFe0.5Mn0.5Ni,5,SS,BCC+2FCC,0.02696102,1732.6925,302.7256079,4.46875,1.79,8.625,156.25,19.96089928,0,CrCuFe0.5Mn0.5Ni
CrCuFe0.5MnNi0.5,5,SS,BCC+FCC,0.033150304,1706.5675,310.9108975,4.176290968,1.745,8.25,148.75,20.87911636,0,CrCuFe0.5MnNi0.5
CrCuFeMnNi,5,SS,FCC+BCC,0.03197742,1719.154,279.8403096,4.235582605,1.77,8.4,154.0,21.54065923,0,CrCuFeMnNi
CrCuFeMoNi,5,SS,FCC,0.061612582,1994.554,521.0051973,5.452250911,1.892,8.2,176.0,30.06659276,0,CrCuFeMoNi
CrCuFeNiZr,5,SS,BCC,0.106086283,1840.954,298.151043,11.9391792,1.726,7.8,130.0,66.33249581,0,CrCuFeNiZr
CrFeNiV0.5W,5,IM,IM,0.040091757,2334.555556,749.5481767,3.11864174,1.905555556,7.222222222,200.0,59.25462945,0,CrFeNiV0.5W
CrHfNbTiZr,5,SS+IM,BCC+IM,0.086265386,2301.0,289.0660824,3.57211422,1.486,4.6,110.0,60.33241252,0,CrHfNbTiZr
CrMnFe1.5Ni0.5Al0.5 ,5,SS+IM,BCC+IM,0.051632523,1721.385556,357.0747141,4.343833393,1.714444444,7.0,147.3333333,32.50982757,0,Al0.5CrFe1.5MnNi0.5
CrMnFe1.5Ni0.5Al1.2,5,SS,BCC,0.060300355,1615.32,427.3866779,5.259655724,1.700384615,6.461538462,137.7307692,38.82510854,0,Al1.2CrFe1.5MnNi0.5
CrNbTaTiZr,5,IM,IM,0.078622009,2457.8,496.1775489,3.389064768,1.526,4.8,128.0,70.25667228,0,CrNbTaTiZr
CrNbTiVZr,5,SS+IM,BCC+IM,0.08678228,2236.4,271.5986745,3.054020301,1.552,4.8,120.0,63.56099433,0,CrNbTiVZr
CuFeHfTiZr,5,SS,AM,0.104324491,1948.754,377.081055,8.475225071,1.58,6.2,106.0,57.48043145,0,CuFeHfTiZr
CuFeMnNiPt,5,IM,IM,0.044772633,1691.434,236.2940757,7.070004243,1.894,9.2,168.0,37.62977544,0,CuFeMnNiPt
CuNbNiTiZr,5,AM,AM,0.09258017,1980.954,461.9512144,12.72619975,1.656,6.8,120.0,64.80740698,0,CuNbNiTiZr
CuNiCoFeMn,5,SS,FCC,0.031789341,1636.754,171.8203075,3.595864291,1.814,9.0,158.0,24.0,0,CoCuFeMnNi
CuNi2FeCrAl0.4,5,SS,FCC,0.03859423,1699.658889,332.3421488,5.609742251,1.824814815,8.555555556,159.3333333,27.62178421,0,Al0.4CrCuFeNi2
CuNi2FeCrAl0.9,5,SS,FCC+BCC,0.051473308,1634.727627,382.9158738,6.379553125,1.806610169,8.084745763,152.2711864,35.17020624,0,Al0.9CrCuFeNi2
CuNi2FeCrAl1.5,5,SS,FCC+BCC,0.059313193,1569.996154,417.484451,6.771829357,1.788461538,7.615384615,145.2307692,40.12701727,0,Al1.5CrCuFeNi2
CuNi2FeMn2Cr,5,SS,FCC,0.035676948,1691.824286,246.8268557,3.903636582,1.758571429,8.428571429,152.8571429,24.32769481,0,CrCuFeMn2Ni2
Cu47Ti33Zr11Ni8Si,5,AM,AM,0.087681274,1667.8719,305.6079358,8.332451119,1.7193,7.77,117.5,45.72471979,0,Cu47Ni8SiTi33Zr11
FeCoNiCrTi,5,SS+IM,FCC+BCC+Co2Ti,0.066805618,1885.6,163.6906839,8.371723837,1.764,7.4,160.0,26.07680962,0,CoCrFeNiTi
FeCoNiCuAl,5,SS,FCC+BCC,0.056094722,1519.648,334.5995799,6.70314553,1.826,8.2,149.2,39.4279089,0,AlCoCuFeNi
FeCoNiMnV,5,SS+IM,FCC+IM,0.034408139,1801.8,215.3893219,4.304862367,1.76,7.8,162.0,22.27105745,0,CoFeMnNiV
FeCrMnNiCo,5,SS,FCC,0.032694636,1801.2,214.3281596,2.197598689,1.766,8.0,162.0,22.27105745,0,CoCrFeMnNi
FeNi2CrCuAl,5,SS,FCC+BCC,0.053170061,1623.04,390.17978,6.473169273,1.803333333,8.0,151.0,36.21693895,0,AlCrCuFeNi2
FeNi2CrCuAl0.2,5,SS,FCC,0.029369486,1729.127692,302.0800404,5.051329363,1.833076923,8.769230769,162.5384615,22.69230769,0,Al0.2CrCuFeNi2
FeNi2CrCuAl0.6,5,SS,FCC,0.044886672,1672.295,355.98278,5.994159081,1.817142857,8.357142857,156.3571429,31.22294747,0,Al0.6CrCuFeNi2
FeNi2CrCuAl0.8,5,SS,SS,0.049557717,1646.818276,374.8702879,6.27048773,1.81,8.172413793,153.5862069,34.00356699,0,Al0.8CrCuFeNi2
FeNiCrMnTi,5,SS+IM,FCC+BCC+IM,0.065935799,1835.8,220.0630819,7.233544083,1.698,7.0,148.0,27.85677655,0,CrFeMnNiTi
Fe73.5Si13.5B9Nb3Cu,5,SS,BCC,0.09928297,1866.3177,231.4551283,5.673844957,1.85215,6.95,165.11,30.15008955,0,B9CuFe73.5Nb3Si13.5
Fe81Si2B13Nb3Cu1,5,SS,BCC,0.115202247,1902.0977,241.1270482,5.619381257,1.8525,7.21,175.32,21.39573789,0,B13Cu1Fe81Nb3Si2
GdHoLaTbY,5,SS,HCP,0.021582588,1588.0,211.4483388,0.0,1.19,8.0,37.14,4.685979087,0,GdHoLaTbY
